Number,Arrival time,X1,X2,X3
201,16:58,7,3,10
202,16:59,2,2,4
203,17:03,3,0,3
204,17:04,4,0,4
205,17:06,10,0,10
206,17:08,10,0,10
207,17:08,4,0,4
208,17:13,0,0,0
209,17:13,3,0,3
210,17:17,8,0,8
211,17:17,2,0,2
212,17:18,7,0,7
213,17:20,8,0,8
214,17:21,0,1,1
215,17:22,2,1,3
216,17:22,2,2,4
217,17:23,8,3,11
218,17:27,12,1,13
219,17:28,10,2,12
220,17:31,2,0,2
221,17:31,10,1,11
222,17:32,0,2,2
223,17:33,9,3,12
224,17:33,0,3,3
225,17:34,3,4,7
226,17:36,10,4,14
227,17:37,8,5,13
228,17:38,1,6,7
229,17:41,3,7,10
230,17:43,3,3,6
231,17:46,2,3,5
232,17:46,6,4,10
233,17:46,4,5,9
234,17:47,1,6,7
235,17:48,1,6,7
236,17:51,2,5,7
237,17:52,21,6,27
238,17:53,8,5,13
239,17:56,0,2,2
240,17:56,19,3,22
241,17:59,5,0,5
242,18:03,4,0,4
243,18:03,4,1,5
244,18:09,4,0,4
245,18:10,5,0,5
246,18:11,3,0,3
247,18:12,8,1,9
248,18:14,2,1,3
249,18:16,2,1,3
250,18:17,8,2,10
251,18:18,5,2,7
252,18:19,0,2,2
253,18:19,2,3,5
254,18:20,7,3,10
255,18:21,1,3,4
256,18:22,5,4,9
257,18:24,3,2,5
258,18:24,0,2,2
259,18:25,14,3,17
260,18:27,40,2,42
261,18:28,7,3,10
262,18:30,5,2,7
263,18:32,8,0,8
264,18:35,1,1,2
265,18:35,6,2,8
266,18:36,11,3,14
267,18:36,22,3,25
268,18:38,1,4,5
269,18:38,9,4,13
270,18:39,0,5,5
271,18:40,3,6,9
272,18:42,0,6,6
273,18:44,7,6,13
274,18:44,0,7,7
275,18:46,0,7,7
276,18:47,15,7,22
277,18:49,5,7,12
278,18:51,4,8,12
279,18:55,1,7,8
280,18:56,1,8,9
281,18:56,9,9,18
282,19:05,11,5,16
283,19:07,1,5,6
285,19:08,1,6,7
286,19:14,2,1,3
