Number,Arrival time,X1,X2,X3
001,08:32,5,0,5
002,08:33,9,1,10
003,08:36,9,1,10
004,08:37,0,2,2
005,08:44,0,1,1
006,08:46,2,2,4
007,08:48,0,3,3
008,08:50,3,4,7
009,08:51,29,5,34
010,08:52,2,4,6
011,08:53,10,4,14
012,08:57,18,3,21
013,09:00,3,2,5
014,09:03,0,2,2
015,09:03,3,3,6
016,09:04,0,3,3
017,09:04,2,4,6
018,09:08,5,4,9
019,09:08,1,5,6
020,09:12,4,5,9
021,09:14,1,3,4
022,09:15,3,4,7
023,09:15,11,5,16
024,09:15,0,6,6
025,09:16,0,6,6
026,09:20,1,6,7
027,09:20,11,7,18
028,09:22,0,8,8
029,09:24,6,7,13
030,09:26,5,7,12
031,09:27,2,7,9
032,09:28,4,6,10
033,09:31,6,2,8
034,09:31,3,3,6
035,09:32,6,4,10
036,09:33,19,5,24
037,09:34,7,6,13
038,09:38,8,3,11
039,09:40,0,2,2
040,09:42,1,2,3
041,09:43,1,3,4
042,09:44,5,3,8
043,09:45,22,4,26
044,09:45,2,5,7
045,09:45,20,6,26
046,09:45,2,7,9
047,09:46,5,8,13
048,09:46,0,9,9
049,09:48,7,9,16
050,09:48,6,9,15
051,09:52,10,7,17
052,09:52,6,8,14
053,09:54,3,8,11
054,09:55,19,8,27
055,09:57,2,8,10
056,09:58,3,9,12
057,09:58,2,9,11
058,10:00,4,7,11
059,10:02,6,8,14
060,10:02,9,9,18
061,10:03,4,10,14
062,10:03,4,11,15
063,10:03,10,12,22
064,10:10,0,11,11
065,10:11,3,12,15
066,10:11,6,13,19
067,10:12,10,14,24
068,10:13,4,15,19
069,10:15,1,14,15
070,10:16,3,15,18
071,10:20,16,12,28
072,10:20,0,13,13
073,10:23,0,12,12
074,10:27,9,12,21
075,10:29,2,11,13
076,10:31,7,12,19
077,10:32,4,11,15
078,10:34,2,10,12
079,10:37,8,10,18
080,10:40,2,8,10
081,10:43,1,6,7
082,10:44,8,6,14
083,10:47,3,5,8
084,10:47,2,6,8
085,10:47,3,7,10
086,10:50,2,8,10
087,10:54,47,6,53
088,10:55,2,7,9
089,10:57,6,4,10
090,10:58,3,5,8
091,10:59,2,6,8
092,11:00,4,6,10
093,11:02,3,5,8
094,11:03,7,6,13
095,11:03,2,6,8
096,11:08,1,4,5
097,11:08,0,3,3
098,11:09,0,4,4
099,11:09,31,5,36
100,11:13,3,3,6
101,11:17,6,0,6
102,11:18,8,0,8
103,11:21,3,0,3
104,11:22,3,1,4
105,11:24,8,1,9
106,11:29,18,0,18
107,11:32,2,0,2
108,11:39,3,0,3
109,11:39,16,1,17
110,11:41,5,1,6
111,11:42,3,1,4
112,11:44,1,2,3
113,11:44,7,3,10
