Number,Arrival time,X1,X2,X3
216,17:06,3,3,6
217,17:06,4,4,8
218,17:06,0,5,5
219,17:08,2,5,7
220,17:10,1,5,6
221,17:11,5,6,11
222,17:11,2,7,9
223,17:15,24,5,29
224,17:15,4,6,10
225,17:16,24,7,31
226,17:16,2,7,9
227,17:18,2,7,9
228,17:19,4,7,11
229,17:22,2,5,7
230,17:23,13,4,17
231,17:24,11,5,16
232,17:27,4,4,8
233,17:27,2,3,5
234,17:27,0,4,4
235,17:28,2,5,7
236,17:28,22,6,28
237,17:31,3,5,8
238,17:31,2,6,8
239,17:31,0,7,7
240,17:32,5,8,13
241,17:34,0,8,8
242,17:36,2,9,11
243,17:38,5,10,15
244,17:39,9,11,20
245,17:41,0,12,12
246,17:41,0,13,13
247,17:44,12,12,24
248,17:45,6,11,17
249,17:50,2,5,7
250,17:50,2,6,8
251,17:51,4,7,11
252,17:52,4,8,12
253,17:52,3,8,11
254,17:53,3,9,12
255,17:56,1,5,6
256,17:56,5,6,11
257,17:57,5,7,12
258,17:59,10,7,17
259,18:00,0,7,7
260,18:00,2,8,10
261,18:02,0,7,7
262,18:05,22,6,28
263,18:09,7,0,7
264,18:10,7,1,8
265,18:11,5,1,6
266,18:11,3,1,4
267,18:14,3,1,4
268,18:15,0,2,2
269,18:17,6,2,8
270,18:18,0,3,3
271,18:18,2,3,5
272,18:19,2,3,5
273,18:22,8,0,8
274,18:23,8,0,8
275,18:24,2,0,2
276,18:25,2,0,2
277,18:25,1,1,2
278,18:25,2,2,4
279,18:26,9,3,12
280,18:27,1,3,4
281,18:28,11,3,14
282,18:28,7,4,11
283,18:31,1,2,3
284,18:32,0,1,1
285,18:33,5,1,6
286,18:35,9,0,9
287,18:39,2,0,2
288,18:42,0,0,0
289,18:42,3,1,4
290,18:44,4,0,4
291,18:47,9,0,9
292,18:48,5,1,6
293,18:51,12,1,13
294,18:57,2,0,2
295,18:58,5,0,5
296,18:59,8,0,8
297,18:59,3,1,4
299,19:04,6,0,6
300,19:05,4,1,5
301,19:07,11,0,11
302,19:08,2,1,3
305,19:19,0,0,0
