Number,Arrival time,X1,X2,X3
085,10:53,7,2,9
086,10:57,2,2,4
087,10:57,6,3,9
088,10:59,2,4,6
089,11:02,5,4,9
090,11:02,7,5,12
091,11:03,0,6,6
092,11:03,3,7,10
093,11:04,0,7,7
094,11:04,0,8,8
095,11:05,3,9,12
096,11:06,5,9,14
097,11:07,1,10,11
098,11:08,0,11,11
099,11:15,2,3,5
100,11:15,4,4,8
101,11:15,3,5,8
102,11:16,12,6,18
103,11:21,1,0,1
104,11:21,6,1,7
105,11:23,1,0,1
106,11:23,38,1,39
107,11:27,4,0,4
108,11:28,2,1,3
109,11:30,2,1,3
110,11:30,7,2,9
111,11:30,6,3,9
112,11:33,3,3,6
113,11:34,5,4,9
114,11:35,3,2,5
115,11:35,0,3,3
116,11:35,9,4,13
117,11:35,6,4,10
118,11:37,0,5,5
119,11:40,0,5,5
120,11:43,3,3,6
121,11:43,3,4,7
122,11:45,1,5,6
123,11:46,0,6,6
124,11:49,0,6,6
125,11:50,3,7,10
126,11:50,3,8,11
127,11:51,2,9,11
128,11:52,1,7,8
129,11:53,4,7,11
130,11:54,0,8,8
131,11:54,4,9,13
132,11:57,4,5,9
133,12:02,20,1,21
134,12:03,1,1,2
135,12:04,6,1,7
136,12:04,11,2,13
137,12:06,0,3,3
138,12:07,2,1,3
139,12:08,9,1,10
140,12:08,5,2,7
141,12:13,5,1,6
142,12:17,6,0,6
143,12:19,2,0,2
144,12:19,4,1,5
145,12:19,1,1,2
146,12:23,4,0,4
147,12:24,20,0,20
148,12:24,3,0,3
149,12:25,1,0,1
150,12:25,2,0,2
151,12:28,22,0,22
152,12:29,19,0,19
153,15:45,0,0,0
154,15:45,5,0,5
155,15:47,6,0,6
156,15:47,3,1,4
157,15:50,15,0,15
158,15:52,6,0,6
159,15:53,9,1,10
160,15:53,0,2,2
161,15:54,2,3,5
162,15:55,11,4,15
163,15:56,4,5,9
164,15:58,0,5,5
165,15:59,19,6,25
166,16:00,2,7,9
167,16:01,4,8,12
168,16:08,4,6,10
169,16:08,1,7,8
170,16:09,1,6,7
171,16:11,0,4,4
172,16:12,2,5,7
173,16:13,2,3,5
174,16:15,1,3,4
175,16:16,7,4,11
176,16:17,7,3,10
177,16:18,5,3,8
178,16:20,3,0,3
179,16:24,9,1,10
180,16:24,2,2,4
181,16:24,0,3,3
182,16:26,7,3,10
183,16:27,0,4,4
184,16:29,9,5,14
185,16:34,18,0,18
186,16:36,3,0,3
187,16:37,14,1,15
188,16:38,2,2,4
189,16:38,5,3,8
190,16:42,8,1,9
191,16:48,3,0,3
192,16:49,1,0,1
193,16:50,2,1,3
194,16:50,8,2,10
195,16:52,0,3,3
196,16:52,3,3,6
197,16:53,1,4,5
198,16:54,7,3,10
199,16:54,8,4,12
200,16:55,17,3,20
201,16:57,4,3,7
202,17:02,4,0,4
203,17:03,32,0,32
204,17:04,2,0,2
205,17:06,3,0,3
206,17:06,0,0,0
207,17:07,4,0,4
208,17:09,2,0,2
209,17:09,2,1,3
210,17:09,8,2,10
211,17:09,32,3,35
212,17:15,0,0,0
213,17:15,11,0,11
214,17:20,4,0,4
215,17:23,5,0,5
216,17:23,8,1,9
217,17:24,4,2,6
218,17:24,7,3,10
219,17:26,0,4,4
220,17:26,4,5,9
221,17:27,3,5,8
222,17:27,3,6,9
223,17:28,15,7,22
224,17:29,0,7,7
225,17:29,1,8,9
226,17:30,9,9,18
227,17:30,3,10,13
228,17:31,2,11,13
229,17:31,11,12,23
230,17:31,0,13,13
231,17:34,2,12,14
232,17:35,3,13,16
233,17:35,2,13,15
234,17:38,2,11,13
235,17:39,8,12,20
236,17:41,4,10,14
237,17:44,16,9,25
238,17:46,6,10,16
239,17:47,28,9,37
240,17:48,2,10,12
241,17:50,0,9,9
242,17:50,4,10,14
243,17:52,3,9,12
244,17:56,3,6,9
245,17:57,0,6,6
246,17:58,3,7,10
247,17:58,0,8,8
248,17:59,0,8,8
249,18:03,1,8,9
250,18:03,2,7,9
251,18:07,0,6,6
252,18:07,6,7,13
253,18:07,1,8,9
254,18:08,2,9,11
255,18:10,8,4,12
256,18:11,0,5,5
257,18:12,8,3,11
258,18:12,2,4,6
259,18:14,4,3,7
260,18:15,4,3,7
261,18:16,2,3,5
262,18:16,5,4,9
263,18:16,6,5,11
264,18:18,8,6,14
265,18:22,0,5,5
266,18:25,5,3,8
267,18:25,4,4,8
268,18:28,1,2,3
269,18:29,3,2,5
270,18:29,13,3,16
271,18:33,3,2,5
272,18:35,4,0,4
273,18:35,9,0,9
274,18:36,11,1,12
275,18:38,3,2,5
276,18:43,9,0,9
277,18:47,10,0,10
278,18:47,23,0,23
279,18:48,1,1,2
280,18:49,3,1,4
281,18:49,0,2,2
282,18:50,4,3,7
283,18:52,3,3,6
284,18:52,18,0,18
285,18:53,4,1,5
286,18:54,4,2,6
288,18:57,9,1,10
291,19:10,1,0,1
292,19:10,2,1,3
294,19:15,5,0,5
295,19:21,2,0,2
