Number,Arrival time,X1,X2,X3
200,16:58,8,0,8
201,17:03,5,0,5
202,17:03,4,0,4
203,17:07,4,0,4
204,17:08,9,0,9
205,17:12,3,0,3
206,17:12,4,1,5
207,17:15,5,0,5
208,17:16,5,0,5
209,17:17,7,1,8
210,17:17,3,1,4
211,17:17,19,2,21
212,17:18,10,3,13
213,17:18,0,4,4
214,17:19,6,4,10
215,17:20,9,5,14
216,17:22,37,4,41
217,17:22,1,5,6
218,17:23,7,6,13
219,17:25,0,3,3
220,17:26,0,3,3
221,17:26,1,4,5
222,17:27,3,5,8
223,17:28,10,6,16
224,17:29,1,7,8
225,17:30,2,8,10
226,17:31,0,9,9
227,17:31,2,10,12
228,17:32,2,11,13
229,17:32,12,12,24
230,17:32,5,13,18
231,17:33,14,14,28
232,17:34,2,15,17
233,17:34,1,16,17
234,17:37,10,12,22
235,17:39,0,12,12
236,17:40,14,13,27
237,17:44,12,11,23
238,17:46,13,10,23
239,17:47,0,10,10
240,17:52,0,8,8
241,17:53,0,9,9
242,17:54,0,10,10
243,17:56,24,10,34
244,17:58,19,11,30
245,18:00,7,11,18
246,18:02,5,10,15
247,18:03,3,10,13
248,18:07,6,9,15
249,18:08,4,10,14
250,18:09,0,11,11
251,18:10,0,12,12
252,18:12,17,13,30
253,18:12,3,14,17
254,18:13,2,15,17
255,18:16,1,16,17
256,18:17,0,17,17
257,18:17,5,18,23
258,18:18,3,14,17
259,18:19,6,13,19
260,18:20,0,13,13
261,18:23,1,14,15
262,18:23,0,15,15
263,18:27,6,14,20
264,18:28,10,15,25
265,18:29,0,15,15
266,18:37,2,7,9
267,18:38,5,7,12
268,18:39,2,8,10
269,18:40,19,9,28
270,18:42,5,4,9
271,18:43,0,4,4
272,18:43,2,5,7
273,18:48,1,3,4
274,18:49,13,3,16
275,18:49,3,3,6
276,18:49,7,4,11
277,18:50,0,5,5
278,18:51,2,5,7
279,18:52,1,6,7
280,18:52,3,7,10
281,18:52,17,8,25
282,18:57,6,2,8
285,19:03,2,2,4
286,19:06,5,3,8
287,19:06,0,4,4
288,19:10,1,1,2
290,19:13,5,3,8
291,19:15,7,3,10
293,19:21,0,0,0
294,19:24,0,1,1
