Number,Arrival time,X1,X2,X3
175,16:07,1,6,7
176,16:12,16,2,18
177,16:12,2,3,5
178,16:13,24,2,26
179,16:13,38,2,40
180,16:15,15,0,15
181,16:15,5,1,6
182,16:21,9,0,9
183,16:29,3,0,3
184,16:29,5,1,6
185,16:31,2,0,2
186,16:31,21,1,22
187,16:33,13,0,13
188,16:34,8,0,8
189,16:38,45,0,45
190,16:44,3,0,3
191,16:48,11,0,11
192,16:50,3,0,3
193,16:51,6,1,7
194,16:52,13,2,15
195,16:55,2,0,2
196,16:56,2,1,3
197,16:57,2,1,3
198,16:59,5,2,7
199,17:00,1,1,2
200,17:01,4,2,6
201,17:03,4,0,4
202,17:03,8,1,9
203,17:06,46,0,46
204,17:06,0,0,0
205,17:07,7,0,7
206,17:08,17,0,17
207,17:09,2,0,2
208,17:09,26,1,27
209,17:10,1,1,2
210,17:13,4,1,5
211,17:14,2,2,4
212,17:14,2,3,5
213,17:14,3,4,7
214,17:16,0,5,5
215,17:17,0,6,6
216,17:18,2,5,7
217,17:18,0,6,6
218,17:19,4,7,11
219,17:19,1,7,8
220,17:20,8,8,16
221,17:20,4,9,13
222,17:20,14,10,24
223,17:21,26,11,37
224,17:21,0,11,11
225,17:21,2,12,14
226,17:24,0,11,11
227,17:25,2,10,12
228,17:29,1,6,7
229,17:30,5,5,10
230,17:31,2,6,8
231,17:31,10,7,17
232,17:33,4,6,10
233,17:35,0,7,7
234,17:35,10,8,18
235,17:38,2,8,10
236,17:39,3,7,10
238,17:43,5,7,12
239,17:44,1,6,7
240,17:45,10,7,17
241,17:46,13,8,21
242,17:46,12,9,21
243,17:46,1,9,10
244,17:46,5,9,14
245,17:48,1,10,11
246,17:49,4,10,14
247,17:50,4,11,15
248,17:51,0,11,11
249,17:51,5,12,17
250,17:51,0,13,13
251,17:52,0,14,14
252,17:55,19,10,29
253,17:55,9,11,20
255,18:02,1,7,8
256,18:03,17,8,25
257,18:05,3,2,5
258,18:07,9,3,12
259,18:07,2,4,6
260,18:08,3,5,8
261,18:10,0,4,4
262,18:11,8,5,13
263,18:14,3,4,7
264,18:14,4,4,8
265,18:16,4,4,8
266,18:17,28,3,31
267,18:19,6,3,9
268,18:20,24,4,28
269,18:20,14,5,19
270,18:25,1,3,4
271,18:29,7,0,7
272,18:30,2,0,2
273,18:32,14,0,14
274,18:36,1,0,1
275,18:38,2,0,2
276,18:39,8,0,8
277,18:44,1,0,1
278,18:46,4,0,4
279,18:50,1,0,1
280,18:51,4,0,4
281,18:52,8,0,8
282,18:53,0,1,1
283,18:53,5,2,7
284,18:57,12,0,12
285,18:59,5,0,5
286,19:02,11,0,11
288,19:03,7,0,7
289,19:04,6,0,6
291,19:10,6,0,6
292,19:13,5,0,5
293,19:17,0,0,0
294,19:17,5,0,5
