Number,Arrival time,X1,X2,X3
221,17:58,4,0,4
222,17:59,6,0,6
223,18:00,6,1,7
224,18:07,10,0,10
225,18:07,2,1,3
226,18:08,1,1,2
227,18:09,6,2,8
228,18:09,24,3,27
229,18:09,4,4,8
230,18:10,0,3,3
231,18:10,2,4,6
232,18:11,2,5,7
233,18:12,0,4,4
234,18:13,2,5,7
235,18:17,31,6,37
236,18:20,10,4,14
237,18:20,15,5,20
238,18:21,30,6,36
239,18:22,1,6,7
240,18:23,0,5,5
241,18:25,4,5,9
242,18:26,2,5,7
243,18:28,2,4,6
244,18:28,11,5,16
245,18:28,1,6,7
246,18:33,0,7,7
247,18:34,2,8,10
248,18:35,0,9,9
249,18:38,9,6,15
250,18:41,2,5,7
252,18:44,4,2,6
253,18:47,0,3,3
254,18:48,8,4,12
255,18:49,0,4,4
256,18:50,6,4,10
257,18:50,4,5,9
258,18:51,6,6,12
259,18:52,6,6,12
260,18:52,11,7,18
261,18:54,8,4,12
262,18:57,5,3,8
263,18:58,2,4,6
264,19:03,12,1,13
265,19:05,10,2,12
266,19:09,4,2,6
267,19:12,4,0,4
268,19:12,2,1,3
269,19:15,0,1,1
