Number,Arrival time,X1,X2,X3
131,11:52,11,6,17
132,11:54,0,5,5
133,11:54,0,5,5
134,11:54,5,6,11
135,11:55,0,6,6
136,11:59,4,7,11
137,12:02,3,4,7
138,12:03,7,4,11
139,12:03,5,4,9
140,12:03,10,5,15
141,12:07,33,4,37
142,12:14,2,1,3
143,12:14,8,2,10
144,12:15,1,3,4
145,12:20,3,1,4
146,12:22,22,2,24
147,15:47,2,0,2
148,15:47,9,1,10
149,15:47,13,2,15
150,15:48,2,3,5
151,15:49,4,3,7
152,15:50,5,4,9
153,15:54,8,2,10
154,15:55,5,2,7
155,15:58,9,1,10
156,16:01,2,0,2
157,16:01,8,1,9
158,16:01,1,1,2
159,16:02,6,2,8
160,16:02,11,3,14
161,16:02,0,4,4
162,16:05,10,1,11
163,16:09,14,0,14
164,16:10,17,0,17
165,16:12,3,0,3
166,16:15,2,0,2
167,16:16,0,0,0
168,16:17,2,0,2
169,16:17,2,0,2
170,16:18,6,0,6
171,16:20,10,0,10
172,16:22,4,0,4
173,16:24,2,0,2
174,16:24,0,0,0
175,16:25,8,1,9
176,16:26,2,2,4
177,16:26,13,0,13
178,16:28,1,0,1
179,16:29,15,0,15
180,16:29,6,1,7
181,16:30,2,1,3
182,16:30,3,1,4
183,16:30,7,2,9
184,16:30,2,2,4
185,16:32,1,3,4
186,16:36,3,4,7
187,16:36,5,5,10
188,16:36,5,6,11
189,16:36,21,5,26
190,16:37,3,6,9
191,16:38,1,7,8
192,16:39,9,8,17
193,16:40,0,7,7
194,16:43,6,6,12
195,16:43,5,7,12
196,16:45,6,7,13
197,16:45,2,8,10
198,16:47,28,7,35
199,16:50,2,5,7
200,16:51,2,4,6
201,16:52,10,5,15
202,16:53,0,6,6
203,16:53,3,7,10
204,16:59,10,4,14
205,16:59,3,4,7
206,17:04,11,2,13
207,17:06,6,3,9
208,17:07,1,3,4
209,17:07,3,3,6
210,17:07,30,4,34
211,17:07,4,5,9
212,17:08,0,6,6
213,17:10,5,6,11
214,17:10,0,7,7
215,17:11,7,7,14
216,17:12,2,8,10
217,17:12,0,9,9
218,17:12,1,9,10
219,17:13,2,10,12
220,17:13,14,11,25
221,17:14,1,12,13
222,17:16,0,12,12
223,17:19,4,11,15
224,17:21,5,12,17
225,17:22,1,11,12
226,17:28,7,4,11
227,17:35,2,1,3
228,17:37,4,0,4
229,17:38,4,1,5
230,17:38,2,2,4
231,17:43,5,1,6
232,17:43,1,0,1
233,17:44,0,1,1
234,17:45,4,2,6
235,17:46,4,1,5
236,17:48,18,0,18
237,17:49,3,1,4
238,17:49,0,1,1
239,17:50,16,2,18
240,17:51,3,2,5
241,17:52,8,3,11
242,17:54,3,2,5
243,17:59,5,0,5
244,18:00,2,1,3
245,18:04,5,1,6
246,18:06,9,1,10
247,18:08,20,0,20
248,18:08,8,1,9
249,18:08,0,2,2
250,18:10,8,2,10
251,18:11,0,2,2
252,18:12,3,1,4
253,18:12,0,2,2
254,18:15,2,3,5
255,18:17,6,2,8
256,18:18,5,3,8
257,18:19,13,4,17
258,18:19,0,5,5
259,18:23,3,1,4
260,18:23,6,2,8
261,18:24,5,3,8
262,18:25,1,4,5
263,18:26,28,3,31
264,18:26,2,4,6
265,18:27,6,3,9
266,18:31,5,2,7
267,18:31,2,2,4
268,18:32,15,3,18
269,18:33,1,2,3
270,18:35,37,2,39
271,18:35,4,3,7
272,18:36,0,4,4
273,18:36,0,4,4
274,18:38,5,5,10
275,18:43,5,0,5
276,18:44,7,1,8
277,18:45,1,1,2
278,18:46,16,2,18
279,18:47,4,3,7
280,18:54,2,0,2
281,18:54,2,1,3
282,18:55,19,1,20
283,18:55,17,2,19
284,18:57,3,1,4
286,19:15,2,0,2
288,19:17,2,0,2
289,19:17,1,1,2
