Number,Arrival time,X1,X2,X3
114,11:32,3,5,8
115,11:34,1,5,6
116,11:34,4,5,9
117,11:35,17,5,22
118,11:39,5,4,9
119,11:39,3,5,8
120,11:40,3,5,8
121,11:42,9,4,13
122,11:42,6,5,11
123,11:42,4,6,10
124,11:43,3,6,9
125,11:47,1,2,3
126,11:47,2,3,5
127,11:48,2,3,5
128,11:48,7,4,11
129,11:49,11,4,15
130,11:49,16,5,21
131,11:53,3,4,7
132,11:56,4,2,6
133,11:58,10,2,12
134,12:00,11,2,13
135,12:02,10,3,13
136,12:03,1,4,5
137,12:03,0,5,5
138,12:04,5,4,9
139,12:07,9,5,14
140,12:08,0,6,6
141,12:09,0,7,7
142,12:10,8,7,15
143,12:15,26,3,29
144,12:17,0,1,1
145,12:18,3,2,5
146,12:20,21,2,23
147,12:27,17,0,17
148,15:46,0,0,0
149,15:46,13,0,13
150,15:46,1,0,1
151,15:46,6,0,6
152,15:51,14,0,14
153,15:53,4,0,4
154,15:54,11,0,11
155,15:56,2,0,2
156,15:56,6,1,7
157,15:58,7,2,9
158,16:01,12,1,13
159,16:03,1,1,2
160,16:04,2,2,4
161,16:04,2,3,5
162,16:05,3,4,7
163,16:06,4,4,8
164,16:06,11,5,16
165,16:08,2,3,5
166,16:09,2,4,6
167,16:10,8,4,12
168,16:10,6,3,9
169,16:11,0,4,4
170,16:13,16,4,20
171,16:14,4,4,8
172,16:17,0,2,2
173,16:18,1,2,3
174,16:18,10,3,13
175,16:19,2,3,5
176,16:20,2,4,6
177,16:21,4,5,9
178,16:23,5,2,7
179,16:24,6,3,9
180,16:26,13,2,15
181,16:27,2,3,5
182,16:28,0,4,4
183,16:29,2,4,6
184,16:30,2,5,7
185,16:31,1,6,7
186,16:31,0,7,7
187,16:32,3,8,11
188,16:33,0,8,8
189,16:35,6,8,14
190,16:39,0,6,6
191,16:40,2,6,8
192,16:40,22,7,29
193,16:41,11,8,19
194,16:43,1,2,3
195,16:43,3,3,6
196,16:44,5,4,9
197,16:44,9,5,14
198,16:49,12,1,13
199,16:50,5,2,7
200,16:50,3,3,6
201,16:51,2,4,6
202,16:56,1,2,3
203,16:58,2,2,4
204,16:58,3,3,6
205,16:59,2,4,6
206,17:00,4,5,9
207,17:02,4,4,8
208,17:04,2,4,6
209,17:04,19,4,23
210,17:06,1,5,6
211,17:06,0,5,5
212,17:08,3,3,6
213,17:09,3,3,6
214,17:09,1,4,5
215,17:10,2,4,6
216,17:12,13,1,14
217,17:13,1,2,3
218,17:13,3,2,5
219,17:14,2,3,5
220,17:15,7,3,10
221,17:16,3,2,5
222,17:24,8,0,8
223,17:26,10,0,10
224,17:28,5,0,5
225,17:31,6,0,6
226,17:36,3,0,3
227,17:36,31,1,32
228,17:36,12,2,14
229,17:36,7,3,10
230,17:37,8,1,9
231,17:38,2,1,3
232,17:38,8,2,10
233,17:38,10,3,13
234,17:39,3,4,7
235,17:40,4,3,7
236,17:41,6,4,10
237,17:42,0,4,4
238,17:42,3,5,8
239,17:43,1,6,7
240,17:44,1,7,8
241,17:44,0,8,8
242,17:45,12,9,21
243,17:45,1,10,11
244,17:45,6,11,17
245,17:46,0,12,12
246,17:56,4,2,6
247,17:57,5,1,6
248,17:57,1,2,3
249,17:58,9,2,11
250,17:58,7,3,10
251,17:59,0,4,4
252,17:59,0,5,5
253,18:01,7,6,13
254,18:05,17,3,20
255,18:08,19,0,19
256,18:12,13,0,13
257,18:12,1,1,2
258,18:12,9,2,11
259,18:13,0,3,3
260,18:14,5,2,7
261,18:16,6,0,6
262,18:16,3,1,4
263,18:16,18,2,20
264,18:16,16,3,19
265,18:17,0,4,4
266,18:18,0,5,5
267,18:20,5,6,11
268,18:24,8,6,14
269,18:30,23,0,23
270,18:32,13,1,14
271,18:35,10,0,10
272,18:45,10,0,10
273,18:46,5,0,5
274,18:48,1,1,2
275,18:50,8,0,8
276,18:53,19,0,19
277,18:55,3,0,3
278,18:56,20,0,20
279,18:59,9,0,9
282,19:12,3,0,3
283,19:12,9,1,10
284,19:13,1,1,2
285,19:13,5,1,6
287,19:21,5,0,5
